instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,count,cnt,type
164,2011-06-13T00:00:00Z,spring,0,6,0,Mon,1,1,0.635,0.601654,0.494583,0.30535,4157,5020,registered
165,2011-06-14T00:00:00Z,spring,0,6,0,Tues,1,1,0.604167,0.591546,0.507083,0.269283,4164,4891,registered
166,2011-06-15T00:00:00Z,spring,0,6,0,Wed,1,1,0.626667,0.587754,0.471667,0.167912,4411,5180,registered
167,2011-06-16T00:00:00Z,spring,0,6,0,Thu,1,2,0.628333,0.595346,0.688333,0.206471,3222,3767,registered
168,2011-06-17T00:00:00Z,spring,0,6,0,Fri,1,1,0.649167,0.600383,0.735833,0.143029,3981,4844,registered
169,2011-06-18T00:00:00Z,spring,0,6,0,Sat,0,1,0.696667,0.643954,0.670417,0.119408,3312,5119,registered
170,2011-06-19T00:00:00Z,spring,0,6,0,Sun,0,2,0.699167,0.645846,0.666667,0.102,3105,4744,registered
171,2011-06-20T00:00:00Z,spring,0,6,0,Mon,1,2,0.635,0.595346,0.74625,0.155475,3311,4010,registered
172,2011-06-21T00:00:00Z,summer,0,6,0,Tues,1,2,0.680833,0.637646,0.770417,0.171025,4061,4835,registered
173,2011-06-22T00:00:00Z,summer,0,6,0,Wed,1,1,0.733333,0.693829,0.7075,0.172262,3846,4507,registered
174,2011-06-23T00:00:00Z,summer,0,6,0,Thu,1,2,0.728333,0.693833,0.703333,0.238804,4044,4790,registered
175,2011-06-24T00:00:00Z,summer,0,6,0,Fri,1,1,0.724167,0.656583,0.573333,0.222025,4022,4991,registered
176,2011-06-25T00:00:00Z,summer,0,6,0,Sat,0,1,0.695,0.643313,0.483333,0.209571,3420,5202,registered
177,2011-06-26T00:00:00Z,summer,0,6,0,Sun,0,1,0.68,0.637629,0.513333,0.0945333,3385,5305,registered
178,2011-06-27T00:00:00Z,summer,0,6,0,Mon,1,2,0.6825,0.637004,0.658333,0.107588,3854,4708,registered
179,2011-06-28T00:00:00Z,summer,0,6,0,Tues,1,1,0.744167,0.692558,0.634167,0.144283,3916,4648,registered
180,2011-06-29T00:00:00Z,summer,0,6,0,Wed,1,1,0.728333,0.654688,0.497917,0.261821,4377,5225,registered
181,2011-06-30T00:00:00Z,summer,0,6,0,Thu,1,1,0.696667,0.637008,0.434167,0.185312,4488,5515,registered
182,2011-07-01T00:00:00Z,summer,0,7,0,Fri,1,1,0.7225,0.652162,0.39625,0.102608,4116,5362,registered
183,2011-07-02T00:00:00Z,summer,0,7,0,Sat,0,1,0.738333,0.667308,0.444583,0.115062,2915,5119,registered
184,2011-07-03T00:00:00Z,summer,0,7,0,Sun,0,2,0.716667,0.668575,0.6825,0.228858,2367,4649,registered
185,2011-07-04T00:00:00Z,summer,0,7,1,Mon,0,2,0.726667,0.665417,0.637917,0.0814792,2978,6043,registered
186,2011-07-05T00:00:00Z,summer,0,7,0,Tues,1,1,0.746667,0.696338,0.590417,0.126258,3634,4665,registered
187,2011-07-06T00:00:00Z,summer,0,7,0,Wed,1,1,0.72,0.685633,0.743333,0.149883,3845,4629,registered
188,2011-07-07T00:00:00Z,summer,0,7,0,Thu,1,1,0.75,0.686871,0.65125,0.1592,3838,4592,registered
189,2011-07-08T00:00:00Z,summer,0,7,0,Fri,1,2,0.709167,0.670483,0.757917,0.225129,3348,4040,registered
190,2011-07-09T00:00:00Z,summer,0,7,0,Sat,0,1,0.733333,0.664158,0.609167,0.167912,3348,5336,registered
191,2011-07-10T00:00:00Z,summer,0,7,0,Sun,0,1,0.7475,0.690025,0.578333,0.183471,3138,4881,registered
192,2011-07-11T00:00:00Z,summer,0,7,0,Mon,1,1,0.7625,0.729804,0.635833,0.282337,3363,4086,registered
193,2011-07-12T00:00:00Z,summer,0,7,0,Tues,1,1,0.794167,0.739275,0.559167,0.200254,3596,4258,registered
194,2011-07-13T00:00:00Z,summer,0,7,0,Wed,1,1,0.746667,0.689404,0.631667,0.146133,3594,4342,registered
195,2011-07-14T00:00:00Z,summer,0,7,0,Thu,1,1,0.680833,0.635104,0.47625,0.240667,4196,5084,registered
196,2011-07-15T00:00:00Z,summer,0,7,0,Fri,1,1,0.663333,0.624371,0.59125,0.182833,4220,5538,registered
197,2011-07-16T00:00:00Z,summer,0,7,0,Sat,0,1,0.686667,0.638263,0.585,0.208342,3505,5923,registered
198,2011-07-17T00:00:00Z,summer,0,7,0,Sun,0,1,0.719167,0.669833,0.604167,0.245033,3296,5302,registered
199,2011-07-18T00:00:00Z,summer,0,7,0,Mon,1,1,0.746667,0.703925,0.65125,0.215804,3617,4458,registered
200,2011-07-19T00:00:00Z,summer,0,7,0,Tues,1,1,0.776667,0.747479,0.650417,0.1306,3789,4541,registered
201,2011-07-20T00:00:00Z,summer,0,7,0,Wed,1,1,0.768333,0.74685,0.707083,0.113817,3688,4332,registered
202,2011-07-21T00:00:00Z,summer,0,7,0,Thu,1,2,0.815,0.826371,0.69125,0.222021,3152,3784,registered
203,2011-07-22T00:00:00Z,summer,0,7,0,Fri,1,1,0.848333,0.840896,0.580417,0.1331,2825,3387,registered
204,2011-07-23T00:00:00Z,summer,0,7,0,Sat,0,1,0.849167,0.804287,0.5,0.131221,2298,3285,registered
205,2011-07-24T00:00:00Z,summer,0,7,0,Sun,0,1,0.83,0.794829,0.550833,0.169171,2556,3606,registered
206,2011-07-25T00:00:00Z,summer,0,7,0,Mon,1,1,0.743333,0.720958,0.757083,0.0908083,3272,3840,registered
207,2011-07-26T00:00:00Z,summer,0,7,0,Tues,1,1,0.771667,0.696979,0.540833,0.200258,3840,4590,registered
208,2011-07-27T00:00:00Z,summer,0,7,0,Wed,1,1,0.775,0.690667,0.402917,0.183463,3901,4656,registered
209,2011-07-28T00:00:00Z,summer,0,7,0,Thu,1,1,0.779167,0.7399,0.583333,0.178479,3784,4390,registered
210,2011-07-29T00:00:00Z,summer,0,7,0,Fri,1,1,0.838333,0.785967,0.5425,0.174138,3176,3846,registered
211,2011-07-30T00:00:00Z,summer,0,7,0,Sat,0,1,0.804167,0.728537,0.465833,0.168537,2916,4475,registered
212,2011-07-31T00:00:00Z,summer,0,7,0,Sun,0,1,0.805833,0.729796,0.480833,0.164813,2778,4302,registered
213,2011-08-01T00:00:00Z,summer,0,8,0,Mon,1,1,0.771667,0.703292,0.550833,0.156717,3537,4266,registered
214,2011-08-02T00:00:00Z,summer,0,8,0,Tues,1,1,0.783333,0.707071,0.49125,0.20585,4044,4845,registered
215,2011-08-03T00:00:00Z,summer,0,8,0,Wed,1,2,0.731667,0.679937,0.6575,0.135583,3107,3574,registered
216,2011-08-04T00:00:00Z,summer,0,8,0,Thu,1,2,0.71,0.664788,0.7575,0.19715,3777,4576,registered
217,2011-08-05T00:00:00Z,summer,0,8,0,Fri,1,1,0.710833,0.656567,0.630833,0.184696,3843,4866,registered
218,2011-08-06T00:00:00Z,summer,0,8,0,Sat,0,2,0.716667,0.676154,0.755,0.22825,2773,4294,registered
219,2011-08-07T00:00:00Z,summer,0,8,0,Sun,0,1,0.7425,0.715292,0.752917,0.201487,2487,3785,registered
220,2011-08-08T00:00:00Z,summer,0,8,0,Mon,1,1,0.765,0.703283,0.592083,0.192175,3480,4326,registered
221,2011-08-09T00:00:00Z,summer,0,8,0,Tues,1,1,0.775,0.724121,0.570417,0.151121,3695,4602,registered
222,2011-08-10T00:00:00Z,summer,0,8,0,Wed,1,1,0.766667,0.684983,0.424167,0.200258,3896,4780,registered
223,2011-08-11T00:00:00Z,summer,0,8,0,Thu,1,1,0.7175,0.651521,0.42375,0.164796,3980,4792,registered
224,2011-08-12T00:00:00Z,summer,0,8,0,Fri,1,1,0.708333,0.654042,0.415,0.125621,3854,4905,registered
225,2011-08-13T00:00:00Z,summer,0,8,0,Sat,0,2,0.685833,0.645858,0.729583,0.211454,2646,4150,registered
226,2011-08-14T00:00:00Z,summer,0,8,0,Sun,0,2,0.676667,0.624388,0.8175,0.222633,2482,3820,registered
227,2011-08-15T00:00:00Z,summer,0,8,0,Mon,1,1,0.665833,0.616167,0.712083,0.208954,3563,4338,registered
228,2011-08-16T00:00:00Z,summer,0,8,0,Tues,1,1,0.700833,0.645837,0.578333,0.236329,4004,4725,registered
229,2011-08-17T00:00:00Z,summer,0,8,0,Wed,1,1,0.723333,0.666671,0.575417,0.143667,4026,4694,registered
230,2011-08-18T00:00:00Z,summer,0,8,0,Thu,1,1,0.711667,0.662258,0.654583,0.233208,3166,3805,registered
231,2011-08-19T00:00:00Z,summer,0,8,0,Fri,1,2,0.685,0.633221,0.722917,0.139308,3356,4153,registered
232,2011-08-20T00:00:00Z,summer,0,8,0,Sat,0,1,0.6975,0.648996,0.674167,0.104467,3277,5191,registered
233,2011-08-21T00:00:00Z,summer,0,8,0,Sun,0,1,0.710833,0.675525,0.77,0.248754,2624,3873,registered
234,2011-08-22T00:00:00Z,summer,0,8,0,Mon,1,1,0.691667,0.638254,0.47,0.27675,3925,4758,registered
235,2011-08-23T00:00:00Z,summer,0,8,0,Tues,1,1,0.640833,0.606067,0.455417,0.146763,4614,5895,registered
236,2011-08-24T00:00:00Z,summer,0,8,0,Wed,1,1,0.673333,0.630692,0.605,0.253108,4181,5130,registered
237,2011-08-25T00:00:00Z,summer,0,8,0,Thu,1,2,0.684167,0.645854,0.771667,0.210833,3107,3542,registered
238,2011-08-26T00:00:00Z,summer,0,8,0,Fri,1,1,0.7,0.659733,0.76125,0.0839625,3893,4661,registered
239,2011-08-27T00:00:00Z,summer,0,8,0,Sat,0,2,0.68,0.635556,0.85,0.375617,889,1115,registered
240,2011-08-28T00:00:00Z,summer,0,8,0,Sun,0,1,0.707059,0.647959,0.561765,0.304659,2919,4334,registered
241,2011-08-29T00:00:00Z,summer,0,8,0,Mon,1,1,0.636667,0.607958,0.554583,0.159825,3905,4634,registered
242,2011-08-30T00:00:00Z,summer,0,8,0,Tues,1,1,0.639167,0.594704,0.548333,0.125008,4429,5204,registered
243,2011-08-31T00:00:00Z,summer,0,8,0,Wed,1,1,0.656667,0.611121,0.597917,0.0833333,4370,5058,registered
244,2011-09-01T00:00:00Z,summer,0,9,0,Thu,1,1,0.655,0.614921,0.639167,0.141796,4332,5115,registered
245,2011-09-02T00:00:00Z,summer,0,9,0,Fri,1,2,0.643333,0.604808,0.727083,0.139929,3852,4727,registered
246,2011-09-03T00:00:00Z,summer,0,9,0,Sat,0,1,0.669167,0.633213,0.716667,0.185325,2549,4484,registered
247,2011-09-04T00:00:00Z,summer,0,9,0,Sun,0,1,0.709167,0.665429,0.742083,0.206467,2419,4940,registered
248,2011-09-05T00:00:00Z,summer,0,9,1,Mon,0,2,0.673333,0.625646,0.790417,0.212696,2115,3351,registered
249,2011-09-06T00:00:00Z,summer,0,9,0,Tues,1,3,0.54,0.5152,0.886957,0.343943,2506,2710,registered
250,2011-09-07T00:00:00Z,summer,0,9,0,Wed,1,3,0.599167,0.544229,0.917083,0.0970208,1878,1996,registered
251,2011-09-08T00:00:00Z,summer,0,9,0,Thu,1,3,0.633913,0.555361,0.939565,0.192748,1689,1842,registered
252,2011-09-09T00:00:00Z,summer,0,9,0,Fri,1,2,0.65,0.578946,0.897917,0.124379,3127,3544,registered
253,2011-09-10T00:00:00Z,summer,0,9,0,Sat,0,1,0.66,0.607962,0.75375,0.153608,3595,5345,registered
254,2011-09-11T00:00:00Z,summer,0,9,0,Sun,0,1,0.653333,0.609229,0.71375,0.115054,3413,5046,registered
255,2011-09-12T00:00:00Z,summer,0,9,0,Mon,1,1,0.644348,0.60213,0.692174,0.088913,4023,4713,registered
256,2011-09-13T00:00:00Z,summer,0,9,0,Tues,1,1,0.650833,0.603554,0.7125,0.141804,4062,4763,registered
257,2011-09-14T00:00:00Z,summer,0,9,0,Wed,1,1,0.673333,0.6269,0.697083,0.1673,4138,4785,registered
258,2011-09-15T00:00:00Z,summer,0,9,0,Thu,1,2,0.5775,0.553671,0.709167,0.271146,3231,3659,registered
259,2011-09-16T00:00:00Z,summer,0,9,0,Fri,1,2,0.469167,0.461475,0.590417,0.164183,4018,4760,registered
260,2011-09-17T00:00:00Z,summer,0,9,0,Sat,0,2,0.491667,0.478512,0.718333,0.189675,3077,4511,registered
261,2011-09-18T00:00:00Z,summer,0,9,0,Sun,0,1,0.5075,0.490537,0.695,0.178483,2921,4274,registered
262,2011-09-19T00:00:00Z,summer,0,9,0,Mon,1,2,0.549167,0.529675,0.69,0.151742,3848,4539,registered
263,2011-09-20T00:00:00Z,summer,0,9,0,Tues,1,2,0.561667,0.532217,0.88125,0.134954,3203,3641,registered
264,2011-09-21T00:00:00Z,summer,0,9,0,Wed,1,2,0.595,0.550533,0.9,0.0964042,3813,4352,registered
265,2011-09-22T00:00:00Z,summer,0,9,0,Thu,1,2,0.628333,0.554963,0.902083,0.128125,4240,4795,registered
266,2011-09-23T00:00:00Z,fall,0,9,0,Fri,1,2,0.609167,0.522125,0.9725,0.0783667,2137,2395,registered
267,2011-09-24T00:00:00Z,fall,0,9,0,Sat,0,2,0.606667,0.564412,0.8625,0.0783833,3647,5423,registered
268,2011-09-25T00:00:00Z,fall,0,9,0,Sun,0,2,0.634167,0.572637,0.845,0.0503792,3466,5010,registered
269,2011-09-26T00:00:00Z,fall,0,9,0,Mon,1,2,0.649167,0.589042,0.848333,0.1107,3946,4630,registered
270,2011-09-27T00:00:00Z,fall,0,9,0,Tues,1,2,0.636667,0.574525,0.885417,0.118171,3643,4120,registered
271,2011-09-28T00:00:00Z,fall,0,9,0,Wed,1,2,0.635,0.575158,0.84875,0.148629,3427,3907,registered
272,2011-09-29T00:00:00Z,fall,0,9,0,Thu,1,1,0.616667,0.574512,0.699167,0.172883,4186,4839,registered
273,2011-09-30T00:00:00Z,fall,0,9,0,Fri,1,1,0.564167,0.544829,0.6475,0.206475,4372,5202,registered
274,2011-10-01T00:00:00Z,fall,0,10,0,Sat,0,2,0.41,0.412863,0.75375,0.292296,1949,2429,registered
275,2011-10-02T00:00:00Z,fall,0,10,0,Sun,0,2,0.356667,0.345317,0.791667,0.222013,2302,2918,registered
276,2011-10-03T00:00:00Z,fall,0,10,0,Mon,1,2,0.384167,0.392046,0.760833,0.0833458,3240,3570,registered
277,2011-10-04T00:00:00Z,fall,0,10,0,Tues,1,1,0.484167,0.472858,0.71,0.205854,3970,4456,registered
278,2011-10-05T00:00:00Z,fall,0,10,0,Wed,1,1,0.538333,0.527138,0.647917,0.17725,4267,4826,registered
279,2011-10-06T00:00:00Z,fall,0,10,0,Thu,1,1,0.494167,0.480425,0.620833,0.134954,4126,4765,registered
280,2011-10-07T00:00:00Z,fall,0,10,0,Fri,1,1,0.510833,0.504404,0.684167,0.0223917,4036,4985,registered
281,2011-10-08T00:00:00Z,fall,0,10,0,Sat,0,1,0.521667,0.513242,0.70125,0.0454042,3174,5409,registered
282,2011-10-09T00:00:00Z,fall,0,10,0,Sun,0,1,0.540833,0.523983,0.7275,0.06345,3114,5511,registered
283,2011-10-10T00:00:00Z,fall,0,10,1,Mon,0,1,0.570833,0.542925,0.73375,0.0423042,3603,5117,registered
284,2011-10-11T00:00:00Z,fall,0,10,0,Tues,1,2,0.566667,0.546096,0.80875,0.143042,3896,4563,registered
285,2011-10-12T00:00:00Z,fall,0,10,0,Wed,1,3,0.543333,0.517717,0.90625,0.24815,2199,2416,registered
286,2011-10-13T00:00:00Z,fall,0,10,0,Thu,1,2,0.589167,0.551804,0.896667,0.141787,2623,2913,registered
287,2011-10-14T00:00:00Z,fall,0,10,0,Fri,1,2,0.550833,0.529675,0.71625,0.223883,3115,3644,registered
288,2011-10-15T00:00:00Z,fall,0,10,0,Sat,0,1,0.506667,0.498725,0.483333,0.258083,3318,5217,registered
289,2011-10-16T00:00:00Z,fall,0,10,0,Sun,0,1,0.511667,0.503154,0.486667,0.281717,3293,5041,registered
290,2011-10-17T00:00:00Z,fall,0,10,0,Mon,1,1,0.534167,0.510725,0.579583,0.175379,3857,4570,registered
291,2011-10-18T00:00:00Z,fall,0,10,0,Tues,1,2,0.5325,0.522721,0.701667,0.110087,4111,4748,registered
292,2011-10-19T00:00:00Z,fall,0,10,0,Wed,1,3,0.541739,0.513848,0.895217,0.243339,2170,2424,registered
293,2011-10-20T00:00:00Z,fall,0,10,0,Thu,1,1,0.475833,0.466525,0.63625,0.422275,3724,4195,registered
294,2011-10-21T00:00:00Z,fall,0,10,0,Fri,1,1,0.4275,0.423596,0.574167,0.221396,3628,4304,registered
295,2011-10-22T00:00:00Z,fall,0,10,0,Sat,0,1,0.4225,0.425492,0.629167,0.0926667,2809,4308,registered
296,2011-10-23T00:00:00Z,fall,0,10,0,Sun,0,1,0.421667,0.422333,0.74125,0.0995125,2762,4381,registered
297,2011-10-24T00:00:00Z,fall,0,10,0,Mon,1,1,0.463333,0.457067,0.772083,0.118792,3488,4187,registered
298,2011-10-25T00:00:00Z,fall,0,10,0,Tues,1,1,0.471667,0.463375,0.622917,0.166658,3992,4687,registered
299,2011-10-26T00:00:00Z,fall,0,10,0,Wed,1,2,0.484167,0.472846,0.720417,0.148642,3490,3894,registered
300,2011-10-27T00:00:00Z,fall,0,10,0,Thu,1,2,0.47,0.457046,0.812917,0.197763,2419,2659,registered
301,2011-10-28T00:00:00Z,fall,0,10,0,Fri,1,2,0.330833,0.318812,0.585833,0.229479,3291,3747,registered
302,2011-10-29T00:00:00Z,fall,0,10,0,Sat,0,3,0.254167,0.227913,0.8825,0.351371,570,627,registered
303,2011-10-30T00:00:00Z,fall,0,10,0,Sun,0,1,0.319167,0.321329,0.62375,0.176617,2446,3331,registered
304,2011-10-31T00:00:00Z,fall,0,10,0,Mon,1,1,0.34,0.356063,0.703333,0.10635,3307,3669,registered
305,2011-11-01T00:00:00Z,fall,0,11,0,Tues,1,1,0.400833,0.397088,0.68375,0.135571,3658,4068,registered
306,2011-11-02T00:00:00Z,fall,0,11,0,Wed,1,1,0.3775,0.390133,0.71875,0.0820917,3816,4186,registered
307,2011-11-03T00:00:00Z,fall,0,11,0,Thu,1,1,0.408333,0.405921,0.702083,0.136817,3656,3974,registered
308,2011-11-04T00:00:00Z,fall,0,11,0,Fri,1,2,0.403333,0.403392,0.6225,0.271779,3576,4046,registered
309,2011-11-05T00:00:00Z,fall,0,11,0,Sat,0,1,0.326667,0.323854,0.519167,0.189062,2770,3926,registered
310,2011-11-06T00:00:00Z,fall,0,11,0,Sun,0,1,0.348333,0.362358,0.734583,0.0920542,2697,3649,registered
311,2011-11-07T00:00:00Z,fall,0,11,0,Mon,1,1,0.395,0.400871,0.75875,0.057225,3662,4035,registered
312,2011-11-08T00:00:00Z,fall,0,11,0,Tues,1,1,0.408333,0.412246,0.721667,0.0690375,3829,4205,registered
313,2011-11-09T00:00:00Z,fall,0,11,0,Wed,1,1,0.4,0.409079,0.758333,0.0621958,3804,4109,registered
314,2011-11-10T00:00:00Z,fall,0,11,0,Thu,1,2,0.38,0.373721,0.813333,0.189067,2743,2933,registered
315,2011-11-11T00:00:00Z,fall,0,11,1,Fri,0,1,0.324167,0.306817,0.44625,0.314675,2928,3368,registered
316,2011-11-12T00:00:00Z,fall,0,11,0,Sat,0,1,0.356667,0.357942,0.552917,0.212062,2792,4067,registered
317,2011-11-13T00:00:00Z,fall,0,11,0,Sun,0,1,0.440833,0.43055,0.458333,0.281721,2713,3717,registered
318,2011-11-14T00:00:00Z,fall,0,11,0,Mon,1,1,0.53,0.524612,0.587083,0.306596,3891,4486,registered
319,2011-11-15T00:00:00Z,fall,0,11,0,Tues,1,2,0.53,0.507579,0.68875,0.199633,3746,4195,registered
320,2011-11-16T00:00:00Z,fall,0,11,0,Wed,1,3,0.456667,0.451988,0.93,0.136829,1672,1817,registered
321,2011-11-17T00:00:00Z,fall,0,11,0,Thu,1,2,0.341667,0.323221,0.575833,0.305362,2914,3053,registered
322,2011-11-18T00:00:00Z,fall,0,11,0,Fri,1,1,0.274167,0.272721,0.41,0.168533,3147,3392,registered
323,2011-11-19T00:00:00Z,fall,0,11,0,Sat,0,1,0.329167,0.324483,0.502083,0.224496,2720,3663,registered
324,2011-11-20T00:00:00Z,fall,0,11,0,Sun,0,2,0.463333,0.457058,0.684583,0.18595,2733,3520,registered
325,2011-11-21T00:00:00Z,fall,0,11,0,Mon,1,3,0.4475,0.445062,0.91,0.138054,2545,2765,registered
326,2011-11-22T00:00:00Z,fall,0,11,0,Tues,1,3,0.416667,0.421696,0.9625,0.118792,1538,1607,registered
327,2011-11-23T00:00:00Z,fall,0,11,0,Wed,1,2,0.440833,0.430537,0.757917,0.335825,2454,2566,registered
328,2011-11-24T00:00:00Z,fall,0,11,1,Thu,0,1,0.373333,0.372471,0.549167,0.167304,935,1495,registered
329,2011-11-25T00:00:00Z,fall,0,11,0,Fri,1,1,0.375,0.380671,0.64375,0.0988958,1697,2792,registered
330,2011-11-26T00:00:00Z,fall,0,11,0,Sat,0,1,0.375833,0.385087,0.681667,0.0684208,1819,3068,registered
331,2011-11-27T00:00:00Z,fall,0,11,0,Sun,0,1,0.459167,0.4558,0.698333,0.208954,2261,3071,registered
332,2011-11-28T00:00:00Z,fall,0,11,0,Mon,1,1,0.503478,0.490122,0.743043,0.142122,3614,3867,registered
333,2011-11-29T00:00:00Z,fall,0,11,0,Tues,1,2,0.458333,0.451375,0.830833,0.258092,2818,2914,registered
334,2011-11-30T00:00:00Z,fall,0,11,0,Wed,1,1,0.325,0.311221,0.613333,0.271158,3425,3613,registered
335,2011-12-01T00:00:00Z,fall,0,12,0,Thu,1,1,0.3125,0.305554,0.524583,0.220158,3545,3727,registered
336,2011-12-02T00:00:00Z,fall,0,12,0,Fri,1,1,0.314167,0.331433,0.625833,0.100754,3672,3940,registered
337,2011-12-03T00:00:00Z,fall,0,12,0,Sat,0,1,0.299167,0.310604,0.612917,0.0957833,2908,3614,registered
338,2011-12-04T00:00:00Z,fall,0,12,0,Sun,0,1,0.330833,0.3491,0.775833,0.0839583,2851,3485,registered
339,2011-12-05T00:00:00Z,fall,0,12,0,Mon,1,2,0.385833,0.393925,0.827083,0.0622083,3578,3811,registered
340,2011-12-06T00:00:00Z,fall,0,12,0,Tues,1,3,0.4625,0.4564,0.949583,0.232583,2468,2594,registered
341,2011-12-07T00:00:00Z,fall,0,12,0,Wed,1,3,0.41,0.400246,0.970417,0.266175,655,705,registered
342,2011-12-08T00:00:00Z,fall,0,12,0,Thu,1,1,0.265833,0.256938,0.58,0.240058,3172,3322,registered
343,2011-12-09T00:00:00Z,fall,0,12,0,Fri,1,1,0.290833,0.317542,0.695833,0.0827167,3359,3620,registered
344,2011-12-10T00:00:00Z,fall,0,12,0,Sat,0,1,0.275,0.266412,0.5075,0.233221,2688,3190,registered
345,2011-12-11T00:00:00Z,fall,0,12,0,Sun,0,1,0.220833,0.253154,0.49,0.0665417,2366,2743,registered
346,2011-12-12T00:00:00Z,fall,0,12,0,Mon,1,1,0.238333,0.270196,0.670833,0.06345,3167,3310,registered
347,2011-12-13T00:00:00Z,fall,0,12,0,Tues,1,1,0.2825,0.301138,0.59,0.14055,3368,3523,registered
348,2011-12-14T00:00:00Z,fall,0,12,0,Wed,1,2,0.3175,0.338362,0.66375,0.0609583,3562,3740,registered
349,2011-12-15T00:00:00Z,fall,0,12,0,Thu,1,2,0.4225,0.412237,0.634167,0.268042,3528,3709,registered
350,2011-12-16T00:00:00Z,fall,0,12,0,Fri,1,2,0.375,0.359825,0.500417,0.260575,3399,3577,registered
351,2011-12-17T00:00:00Z,fall,0,12,0,Sat,0,2,0.258333,0.249371,0.560833,0.243167,2464,2739,registered
352,2011-12-18T00:00:00Z,fall,0,12,0,Sun,0,1,0.238333,0.245579,0.58625,0.169779,2211,2431,registered
353,2011-12-19T00:00:00Z,fall,0,12,0,Mon,1,1,0.276667,0.280933,0.6375,0.172896,3143,3403,registered
354,2011-12-20T00:00:00Z,fall,0,12,0,Tues,1,2,0.385833,0.396454,0.595417,0.0615708,3534,3750,registered
355,2011-12-21T00:00:00Z,winter,0,12,0,Wed,1,2,0.428333,0.428017,0.858333,0.2214,2553,2660,registered
356,2011-12-22T00:00:00Z,winter,0,12,0,Thu,1,2,0.423333,0.426121,0.7575,0.047275,2841,3068,registered
357,2011-12-23T00:00:00Z,winter,0,12,0,Fri,1,1,0.373333,0.377513,0.68625,0.274246,2046,2209,registered
358,2011-12-24T00:00:00Z,winter,0,12,0,Sat,0,1,0.3025,0.299242,0.5425,0.190304,856,1011,registered
359,2011-12-25T00:00:00Z,winter,0,12,0,Sun,0,1,0.274783,0.279961,0.681304,0.155091,451,754,registered
360,2011-12-26T00:00:00Z,winter,0,12,1,Mon,0,1,0.321739,0.315535,0.506957,0.239465,887,1317,registered
361,2011-12-27T00:00:00Z,winter,0,12,0,Tues,1,2,0.325,0.327633,0.7625,0.18845,1059,1162,registered
362,2011-12-28T00:00:00Z,winter,0,12,0,Wed,1,1,0.29913,0.279974,0.50391300000000006,0.293961,2047,2302,registered
363,2011-12-29T00:00:00Z,winter,0,12,0,Thu,1,1,0.248333,0.263892,0.574167,0.119412,2169,2423,registered
364,2011-12-30T00:00:00Z,winter,0,12,0,Fri,1,1,0.311667,0.318812,0.636667,0.134337,2508,2999,registered
365,2011-12-31T00:00:00Z,winter,0,12,0,Sat,0,1,0.41,0.414121,0.615833,0.220154,1820,2485,registered
366,2012-01-01T00:00:00Z,winter,1,1,0,Sun,0,1,0.37,0.375621,0.6925,0.192167,1608,2294,registered
367,2012-01-02T00:00:00Z,winter,1,1,1,Mon,0,1,0.273043,0.252304,0.381304,0.329665,1707,1951,registered
368,2012-01-03T00:00:00Z,winter,1,1,0,Tues,1,1,0.15,0.126275,0.44125,0.365671,2147,2236,registered
369,2012-01-04T00:00:00Z,winter,1,1,0,Wed,1,2,0.1075,0.119337,0.414583,0.1847,2273,2368,registered
370,2012-01-05T00:00:00Z,winter,1,1,0,Thu,1,1,0.265833,0.278412,0.524167,0.129987,3132,3272,registered
371,2012-01-06T00:00:00Z,winter,1,1,0,Fri,1,1,0.334167,0.340267,0.542083,0.167908,3791,4098,registered
372,2012-01-07T00:00:00Z,winter,1,1,0,Sat,0,1,0.393333,0.390779,0.531667,0.174758,3451,4521,registered
373,2012-01-08T00:00:00Z,winter,1,1,0,Sun,0,1,0.3375,0.340258,0.465,0.191542,2826,3425,registered
374,2012-01-09T00:00:00Z,winter,1,1,0,Mon,1,2,0.224167,0.247479,0.701667,0.0989,2270,2376,registered
375,2012-01-10T00:00:00Z,winter,1,1,0,Tues,1,1,0.308696,0.318826,0.646522,0.187552,3425,3598,registered
376,2012-01-11T00:00:00Z,winter,1,1,0,Wed,1,2,0.274167,0.282821,0.8475,0.131221,2085,2177,registered
377,2012-01-12T00:00:00Z,winter,1,1,0,Thu,1,2,0.3825,0.381938,0.802917,0.180967,3828,4097,registered
378,2012-01-13T00:00:00Z,winter,1,1,0,Fri,1,1,0.274167,0.249362,0.5075,0.378108,3040,3214,registered
379,2012-01-14T00:00:00Z,winter,1,1,0,Sat,0,1,0.18,0.183087,0.4575,0.187183,2160,2493,registered
380,2012-01-15T00:00:00Z,winter,1,1,0,Sun,0,1,0.166667,0.161625,0.419167,0.251258,2027,2311,registered
381,2012-01-16T00:00:00Z,winter,1,1,1,Mon,0,1,0.19,0.190663,0.5225,0.231358,2081,2298,registered
382,2012-01-17T00:00:00Z,winter,1,1,0,Tues,1,2,0.373043,0.364278,0.716087,0.34913,2808,2935,registered
383,2012-01-18T00:00:00Z,winter,1,1,0,Wed,1,1,0.303333,0.275254,0.443333,0.415429,3267,3376,registered
384,2012-01-19T00:00:00Z,winter,1,1,0,Thu,1,1,0.19,0.190038,0.4975,0.220158,3162,3292,registered
